SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL
6954,Elaeagnus willow,Salix,elaeagnos,,,SAEL
6959,Geyer willow,Salix,geyeriana,,,SAGE2
8508,Goodding's willow,Salix,gooddingii,,,SAGO
8501,Salix humboldtiana,Salix,humboldtiana,,,SAHU
6963,red willow,Salix,laevigata,,,SALA3
8519,yellow willow,Salix,lutea,,,SALU2
6967,corkscrew willow,Salix,matsudana,,,SAMA13
922,black willow,Salix,nigra,,,SANI
8523,diamondleaf willow,Salix,planifolia,,,SAPL2
926,balsam willow,Salix,pyrifolia,,,SAPY
928,Scouler's willow,Salix,scouleriana,,,SASC
929,weeping willow,Salix,sepulcralis,,,SASE10
8524,silky willow,Salix,sericea,,,SASE
920,willow spp.,Salix,spp.,,,SALIX
8503,"etkeam, cheskeam",Samadera,indica,,,SAIN13
8505,raintree,Samanea,saman,,,SASA10
8506,raintree,Samanea,spp.,,,SAMAN
8527,European black elderberry,Sambucus,nigra,,nigra,SANIN2
8509,common elderberry,Sambucus,nigra,,,SANIC4
6991,red elderberry,Sambucus,racemosa,,,SARA2
8510,raintree,Sambucus,spp.,,,SAMBU
8556,guayabilla,Samyda,dodecandra,,,SADO7
8515,"santol, kechapi",Sandoricum,koetjape,,,SAKO4
8518,sandalwood,Santalum,album,,,SAAL16
8516,coastal sandalwood,Santalum,ellipticum,,,SAEL2
8517,forest sandalwood,Santalum,freycinetianum,,,SAFR4
8521,Haleakala sandalwood,Santalum,haleakalae,,,SAHA3
8522,mountain sandalwood,Santalum,paniculatum,,,SAPA7
8525,willowleaf sandalwood,Santalum,salicifolium,,,SASA8
8526,sandalwood,Santalum,spp.,,,SANTA
8528,lonomea,Sapindus,oahuense,,,SAOA3
8529,wingleaf soapberry,Sapindus,saponaria,,,SASA4
919,western soapberry,Sapindus,saponaria,drummondii,,SASAD
8531,soapberry,Sapindus,spp.,,,SAPIN
8532,vitiensis,Sapindus,vitiensis,,,SAVI17
8533,gumtree,Sapium,glandulosum,,,SAGL5
8534,maskerekur,Sapium,indicum,,,SAIN2
8535,hinchahuevos,Sapium,laurifolium,,,SALA25
8536,milktree,Sapium,laurocerasus,,,SALA8
8544,uunu,Sarcopygme,pacifica,,,SAPA35
931,sassafras,Sassafras,albidum,,,SAAL5
8546,amansa guapo,Savia,sessiliflora,,,SASE6
8548,"Scaevola, naupaka",Scaevola,cerasifolia,,,SCCE3
8549,naupaka kuahiwi,Scaevola,chamissoniana,,,SCCH3
8550,mountain naupaka,Scaevola,gaudichaudiana,,,SCGA2
8551,forest naupaka,Scaevola,procera,,,SCPR
8552,naupaka,Scaevola,spp.,,,SCAEV
8560,Toitoi,Scaevola,taccada,,,SCTA
8554,Florida boxwood,Schaefferia,frutescens,,,SCFR
8555,schaefferia,Schaefferia,spp.,,,SCHAE
888,"octopus tree, schefflera",Schefflera,actinophylla,,,SCAC2
8557,yuquilla,Schefflera,gleasonii,,,SCGL6
8558,matchwood,Schefflera,morototonii,,,SCMO10
8559,samoensis,Schefflera,samoensis,,,SCSA10
8561,Peruvian peppertree,Schinus,molle,,,SCMO
8563,Brazilian peppertree,Schinus,terebinthifolius,,,SCTE
8565,Brazilian firetree,Schizolobium,parahybum,,,SCPA23
8567,lac tree,Schleichera,oleosa,,,SCOL3
8571,arana,Schoepfia,arenaria,,,SCAR2
8572,white beefwood,Schoepfia,obovata,,,SCOB
8573,gulf graytwig,Schoepfia,schreberi,,,SCSC3
8577,kuat,Scyphiphora,hydrophyllacea,,,SCHY5
8583,poumuli,Securinega,flexuosa,,,SEFL9
8585,poison tree,Semecarpus,kraemeri,,,SEKR3
8586,tonget,Semecarpus,venenosa,,,SEVE4
8588,emperor's candlesticks,Senna,alata,,,SEAL4
8589,flor de San Jose,Senna,atomaria,,,SEAT3
7023,Argentine senna,Senna,corymbosa,,,SECO9
8590,Gaudichauds senna,Senna,gaudichaudii,,,SEGA2
8591,false sicklepod,Senna,multijuga,,,SEMU5
8592,valamuerto,Senna,pendula,,,SEPE4
8594,retama prieta,Senna,polyphylla,,,SEPO5
8595,senna,Senna,septemtrionalis,,,SESE13
8596,Siamese cassia,Senna,siamea,,,SESI3
8597,casia amarilla,Senna,spectabilis,,,SESP9
8598,senna,Senna,spp.,,,SENNA
8599,Senna sulfurea,Senna,sulfurea,,,SESU10
8600,glossy shower,Senna,surattensis,,,SESU4
211,redwood,Sequoia,sempervirens,,,SESE3
212,giant sequoia,Sequoiadendron,giganteum,,,SEGI2
8601,ukall,Serianthes,kanehirae,,,SEKA2
8603,"hayun lago, trongkon guafi",Serianthes,nelsonii,,,SENE9
8605,vegetable hummingbird,Sesbania,grandiflora,,,SEGR5
8606,Egyptian riverhemp,Sesbania,sesban,,,SESE8
8607,riverhemp,Sesbania,spp.,,,SESBA
8608,Shirakiopsis indica,Shirakiopsis,indica,,,SHIN
8609,yellow llima,Sida,fallax,,,SIFA
8610,fanpetals,Sida,spp.,,,SIDA
8612,saffron plum,Sideroxylon,celastrinum,,,SICE2
8611,espejuelo,Sideroxylon,cubense,,,SICU7
890,false mastic,Sideroxylon,foetidissimum,,,SIFO
8618,Tamaulipan Coma,Sideroxylon,laetevirens,,,SILA4
381,"chittamwood, gum bumelia",Sideroxylon,lanuginosum,,lanuginosum,SILAL3
8615,buckthorn bully,Sideroxylon,lycioides,,,SILY
8613,breakbill,Sideroxylon,obovatum,,,SIOB
8614,Puerto Rico bully,Sideroxylon,portoricense,,,SIPO3
891,"white bully, willow bustic",Sideroxylon,salicifolium,,,SISA6
8616,tough bully,Sideroxylon,tenax,,,SITE2
895,paradisetree,Simarouba,glauca,,,SIGL3
8617,simarouba,Simarouba,spp.,,,SIMAR
8619,aceitillo falso,Simarouba,tulae,,,SITU
8620,hoja menuda,Siphoneugena,densiflora,,,SIDE6
8623,motillo,Sloanea,amygdalina,,,SLAM
8624,bullwood,Sloanea,berteriana,,,SLBE
8622,bullwood,Sloanea,spp.,,,SLOAN
8628,American black nightshade,Solanum,americanum,,,SOAM
8626,Solanum bahamense,Solanum,bahamense,,,SOBAB
8627,mullein nightshade,Solanum,donianum,,,SODO3
8629,potatotree,Solanum,erianthum,,,SOER2
8631,earleaf nightshade,Solanum,mauritianum,,,SOMA3
8632,forest nightshade,Solanum,nudum,,,SONU4
8633,cakalaka berry,Solanum,polygamum,,,SOPO
8634,tabacon aspero,Solanum,rugosum,,,SORU
8635,nightshade,Solanum,spp.,,,SOLAN
8636,turkey berry,Solanum,torvum,,,SOTO4
8639,mangrove,Sonneratia,alba,,,SOAL10
870,Texas sophora,Sophora,affinis,,,SOAF
8641,mamani,Sophora,chrysophylla,,,SOCH
8648,mescal bean,Sophora,secundiflora,,,SOSE3
8642,necklacepod,Sophora,spp.,,,SOPHO
8643,silver bush,Sophora,tomentosa,,,SOTO3
8657,false spiraea,Sorbaria,spp.,,,SORBA
935,American mountain-ash,Sorbus,americana,,,SOAM3
936,European mountain-ash,Sorbus,aucuparia,,,SOAU
937,northern mountain-ash,Sorbus,decora,,,SODE3
8658,Greene's mountain ash,Sorbus,scopulina,,,SOSC2
8659,western mountain ash,Sorbus,sitchensis,,,SOSI2
934,mountain-ash spp.,Sorbus,spp.,,,SORBU
8660,maras,Soulamea,amara,,,SOAM2
8644,African tuliptree,Spathodea,campanulata,,,SPCA2
8645,spathodea,Spathodea,spp.,,,SPATH
8646,Spiraeanthemum samoense,Spiraeanthemum,samoense,,,SPSA7
8649,Spondias dulcis,Spondias,dulcis,,,SPDU3
8650,yellow mombin,Spondias,mombin,,,SPMO
8656,titmel,Spondias,pinnata,,,SPPI4
8652,purple mombin,Spondias,purpurea,,,SPPU
8653,Spondias,Spondias,spp.,,,SPOND
8654,cobana negra,Stahlia,monosperma,,,STMO
8655,ngmui,Stemonurus,ammui,,,STAM10
8664,Panama tree,Sterculia,apetala,,,STAP
8665,fanaio,Sterculia,fanaiho,,,STFA5
8666,hazel sterculia,Sterculia,foetida,,,STFO2
8667,Sterculia palauensis,Sterculia,palauensis,,,STPA20
8675,Stewartia,Stewartia,koreana,,,STKO2
8668,silky camellia,Stewartia,malacodendron,,,STMA
8672,mountain camellia,Stewartia,ovata,,,STOV
8669,anthropophagorum,Streblus,anthropophagorum,,,STAN9
8670,Hawaii roughbush,Streblus,pendulinus,,,STPE3
8671,streblus,Streblus,spp.,,,STREB
8647,Japanese pagoda tree,Styphnolobium,japonicum,,,STJA9
8673,American snowbell,Styrax,americanus,,,STAM4
7083,bigleaf snowbell,Styrax,grandifolius,,,STGR4
8674,palo de jazmin,Styrax,portoricensis,,,STPO3
8676,bay cedar,Suriana,maritima,,,SUMA2
8679,Honduras mahogany,Swietenia,macrophylla,,,SWMA
940,West Indian mahogany,Swietenia,mahagoni,,,SWMA2
8678,mahogany,Swietenia,spp.,,,SWIET
8683,nispero cimarron,Symplocos,lanata,,,SYLA2
8684,Martinique sweetleaf,Symplocos,martinicensis,,,SYMA
8685,aceitunilla,Symplocos,micrantha,,,SYMI3
8687,"chebtui, ebtui",Symplocos,racemosa,,,SYRA6
8689,turpentine tree,Syncarpia,glomulifera,,,SYGL
8690,turpentine tree,Syncarpia,spp.,,,SYNCA
8691,Miracle Berry,Synsepalum,dulcificum,,,SYDU
7092,Japanese tree lilac,Syringa,reticulata,,,SYRE2
8693,common lilac,Syringa,vulgaris,,,SYVU
8694,watery roseapple,Syzygium,aqueum,,,SYAQ
8695,asi,Syzygium,brevifolium,,,SYBR3
8696,popona,Syzygium,carolinense,,,SYCA4
8697,asi vai,Syzygium,clusiifolium,,,SYCL
896,Java plum,Syzygium,cumini,,,SYCU
8699,asi vai,Syzygium,dealatum,,,SYDE3
8700,asi,Syzygium,inophylloides,,,SYIN2
8701,Syzygium jambos,Syzygium,jambos,,,SYJA
8702,Malaysian apple,Syzygium,malaccense,,,SYMA2
8703,popona,Syzygium,richii,,,SYRI3
8704,nonu vao,Syzygium,samarangense,,,SYSA3
8705,fena vao,Syzygium,samoense,,,SYSA6
8706,ohia ha,Syzygium,sandwicense,,,SYSA
8708,syzygium,Syzygium,spp.,,,SYZYG
8709,roble amarillo,Tabebuia,chrysantha,,,TACH3
8710,primavera,Tabebuia,donnell-smithii,,,TADO2
8712,roble cimarron,Tabebuia,haemantha,,,TAHA
8713,white cedar,Tabebuia,heterophylla,,,TAHE
8714,pink tabebuia,Tabebuia,pallida,,,TAPA10
8715,roble de sierra,Tabebuia,rigida,,,TARI
8716,pink trumpet-tree,Tabebuia,rosea,,,TARO
8717,roble colorado,Tabebuia,schumanniana,,,TASC2
8718,trumpet-tree,Tabebuia,spp.,,,TABEB
8719,Tabernaemontana aurantiaca,Tabernaemontana,aurantiaca,,,TAAU3
8720,milkwood,Tabernaemontana,citrifolia,,,TACI
8722,Pulu,Tabernaemontana,pandacaqui,,,TAPA13
8723,Tabernaemontana rotensis,Tabernaemontana,rotensis,,,TARO3
897,tamarind,Tamarindus,indica,,,TAIN2
8727,Athel tamarisk,Tamarix,aphylla,,,TAAP
8728,five-stamen tamarisk,Tamarix,chinensis,,,TACH2
8729,saltcedar,Tamarix,ramosissima,,,TARA
991,saltcedar,Tamarix,spp.,,,TAMAR2
8737,manunu,Tarenna,sambucina,,,TASA2
222,pondcypress,Taxodium,ascendens,,,TAAS
221,baldcypress,Taxodium,distichum,,,TADI2
223,Montezuma baldcypress,Taxodium,mucronatum,,,TAMU
220,baldcypress spp.,Taxodium,spp.,,,TAXOD
8738,English yew,Taxus,baccata,,,TABA80
231,Pacific yew,Taxus,brevifolia,,,TABR2
8739,Japanese yew,Taxus,cuspidata,,,TACU
232,Florida yew,Taxus,floridana,,,TAFL
230,yew spp.,Taxus,spp.,,,TAXUS
8741,chestnutleaf trumpetbush,Tecoma,castanifolia,,,TECA9
8743,yellow trumpetbush,Tecoma,stans,,,TEST
8744,teak,Tectona,grandis,,,TEGR
8745,tectona,Tectona,spp.,,,TECTO
8749,kehma,Terminalia,carolinensis,,,TECA16
8750,tropical almond,Terminalia,catappa,,,TECA
8751,"esemiich, chesemiich",Terminalia,crassipes,,,TECR3
8752,"esemiich, chesemiich",Terminalia,edulis,,,TEED
8754,Ivory Coast almond,Terminalia,ivorensis,,,TEIV2
8755,tropical almond,Terminalia,kaernbachii,,,TEKA4
8753,strand tree,Terminalia,litoralis,,,TELI7
8756,East Indian almond,Terminalia,myriocarpa,,,TEMY
8757,Peruvian almond,Terminalia,oblonga,,,TEOB
8758,malili,Terminalia,richii,,,TERI3
8759,talie,Terminalia,samoensis,,,TESA2
8748,tropical almond,Terminalia,spp.,,,TERMI
8761,superb terminalia,Terminalia,superba,,,TESU2
8762,saintedwood,Ternstroemia,heptasepala,,,TEHE3
8763,palo colorado,Ternstroemia,luquillensis,,,TELU2
8764,copey vera,Ternstroemia,peduncularis,,,TEPE
8766,mamey de cura,Ternstroemia,stahlii,,,TEST3
8767,el yunque colorado,Ternstroemia,subsessilis,,,TESU
8768,masa,Tetragastris,balsamifera,,,TEBA
8770,Flynnsohe,Tetraplasandra,flynnii,,,TEFL5
8771,Koolau Rangeohe,Tetraplasandra,gymnocarpa,,,TEGY
8772,Hawaii ohe,Tetraplasandra,hawaiensis,,,TEHA2
8773,ohe ohe,Tetraplasandra,kavaiensis,,,TEKA3
8774,ohe mauka,Tetraplasandra,oahuensis,,,TEOA
8775,tetraplasandra,Tetraplasandra,spp.,,,TETRA11
8776,Mt. Waialeale ohe,Tetraplasandra,waialealae,,,TEWA
8777,ohe kiko ola,Tetraplasandra,waimeae,,,TEWA3
8778,stinkingfish,Tetrazygia,angustifolia,,,TEAN2
8779,Florida clover ash,Tetrazygia,bicolor,,,TEBI
8780,Puerto Rico clover ash,Tetrazygia,biflora,,,TEBI2
8781,krekre,Tetrazygia,elaeagnoides,,,TEEL
8783,cenizo,Tetrazygia,urbanii,,,TEUR
8784,cacao,Theobroma,cacao,,,THCA
8786,maga,Thespesia,grandiflora,,,THGR2
8787,Portia tree,Thespesia,populnea,,,THPO3
8788,thespesia,Thespesia,spp.,,,THESP
8789,luckynut,Thevetia,peruviana,,,THPE3
8793,ceboruquillo,Thouinia,striata,,,THST2
8794,Puerto Rico ceboruquillo,Thouinia,striata,portoricensis,,THSTP
913,key thatch palm,Thrinax,morrisii,,,THMO4
914,Florida thatch palm,Thrinax,radiata,,,THRA2
241,northern white-cedar,Thuja,occidentalis,,,THOC2
242,western redcedar,Thuja,plicata,,,THPL
240,thuja spp.,Thuja,spp.,,,THUJA
8803,Brazilian glorytree,Tibouchina,granulosa,,,TIGR3
8804,glorytree,Tibouchina,spp.,,,TIBOU
8805,princess-flower,Tibouchina,urvilleana,,,TIUR
951,American basswood,Tilia,americana,,,TIAM
952,white basswood,Tilia,americana,heterophylla,,TIAMH
953,Carolina basswood,Tilia,americana,caroliniana,,TIAMC
8813,littleleaf linden,Tilia,cordata,,,TICO2
950,basswood spp.,Tilia,spp.,,,TILIA
8814,Silver linden,Tilia,tomentosa,,,TITO
8806,Timonius corymbosus,Timonius,corymbosus,,,TICO7
8800,kehn,Timonius,ledermanii,,,TILE4
8807,Timonius mollis,Timonius,mollis,,,TIMO4
8801,tuhke duwehte kamal,Timonius,ponapensis,,,TIPO5
8808,Timonius,Timonius,spp.,,,TIMON
8809,Timonius subauritus,Timonius,subauritus,,,TISU3
8810,Timonius timon,Timonius,timon,,,TITI
8812,Australian redcedar,Toona,ciliata,,,TOCI
8811,redcedar,Toona,spp.,,,TOONA
8816,boje,Torralbasia,cuneifolia,,,TOCU
251,California torreya (nutmeg),Torreya,californica,,,TOCA
250,torreya (nutmeg) spp.,Torreya,spp.,,,TORRE
252,Florida torreya (nutmeg),Torreya,taxifolia,,,TOTA
8822,olona,Touchardia,latifolia,,,TOLA
8823,touchardia,Touchardia,spp.,,,TOUCH
8824,velvetleaf soldierbush,Tournefortia,argentea,,,TOAR2
8825,cold withe,Tournefortia,filiflora,,,TOFI
8826,soldierbush,Tournefortia,spp.,,,TOURN
8830,poison sumac,Toxicodendron,vernix,,,TOVE
998,Unknown dead hardwood,Tree,broadleaf,,,2TB
299,Unknown dead conifer,Tree,evergreen,,,2TE
999,Other or unknown live tree,Tree,unknown,,,2TREE
8827,magele,Trema,cannabina,,,TRCA33
8828,Lamarck's trema,Trema,lamarckianum,,,TRLA2
8829,Jamaican nettletree,Trema,micranthum,,,TRMI2
8831,oriental trema,Trema,orientalis,,,TROR
8832,trema,Trema,spp.,,,TREMA
994,Chinese tallowtree,Triadica,sebifera,,,TRSE6
8833,broomstick,Trichilia,hirta,,,TRHI3
8834,gaita,Trichilia,pallida,,,TRPA2
8836,bariaco,Trichilia,triacantha,,,TRTR8
8837,Trichospermum ikutai,Trichospermum,ikutai,,,TRIK
8838,"elsau, oleiulakersus",Trichospermum,ledermannii,,,TRLE8
8839,maouli,Trichospermum,richii,,,TRRI9
8842,limeberry,Triphasia,trifolia,,,TRTR7
8844,ant tree,Triplaris,cumingiana,,,TRCU6
8843,Triplaris spp.,Triplaris,spp.,,,TRIPL5
8846,faia,Tristiropsis,obtusangula,,,TROB7
8848,white ramoon,Trophis,racemosa,,,TRRA4
261,eastern hemlock,Tsuga,canadensis,,,TSCA
262,Carolina hemlock,Tsuga,caroliniana,,,TSCA2
263,western hemlock,Tsuga,heterophylla,,,TSHE
264,mountain hemlock,Tsuga,mertensiana,,,TSME
260,hemlock spp.,Tsuga,spp.,,,TSUGA
8850,muttonwood,Turpinia,occidentalis,,,TUOC
971,winged elm,Ulmus,alata,,,ULAL
972,American elm,Ulmus,americana,,,ULAM
973,cedar elm,Ulmus,crassifolia,,,ULCR
8851,Chinese elm,Ulmus,parvifolia,,,ULPA
8852,English elm,Ulmus,procera,,,ULPR
974,Siberian elm,Ulmus,pumila,,,ULPU
975,slippery elm,Ulmus,rubra,,,ULRU
976,September elm,Ulmus,serotina,,,ULSE
970,elm spp.,Ulmus,spp.,,,ULMUS
977,rock elm,Ulmus,thomasii,,,ULTH
981,California-laurel,Umbellularia,californica,,,UMCA
8859,Mexican buckeye,Ungnadia,speciosa,,,UNSP
8853,scratchbush,Urera,baccifera,,,URBA
8854,flameberry,Urera,caracasana,,,URCA2
8855,ortiga,Urera,chlorocarpa,,,URCH2
8856,hopue,Urera,glabra,,,URGL
8857,opuhe,Urera,kaalae,,,URKA
8858,urera,Urera,spp.,,,URERA
8860,farkleberry,Vaccinium,arboreum,,,VAAR
8861,voa vanga,Vangueria,madagascariensis,,,VAMA5
8866,Manila palm,Veitchia,merrillii,,,VEME3
995,tungoil tree,Vernicia,fordii,,,VEFO
8869,mu oil tree,Vernicia,montana,,,VEMO3
8870,vernicia,Vernicia,spp.,,,VERNI
8877,nannyberry,Viburnum,lentago,,,VILE
8878,blackhaw,Viburnum,prunifolium,,,VIPR
8879,rusty blackhaw,Viburnum,rufidulum,,,VIRU
8880,Siebold's arrowwood,Viburnum,sieboldii,,,VISI
8871,lilac chastetree,Vitex,agnus-castus,,,VIAG
8872,"bars, beokel",Vitex,cofassus,,,VICO17
8873,higuerillo,Vitex,divaricata,,,VIDI2
7199,Chinese chastetree,Vitex,negundo,,,VINE2
8874,smallflower chastetree,Vitex,parviflora,,,VIPA6
8875,chastetree,Vitex,spp.,,,VITEX
8876,simpleleaf chastetree,Vitex,trifolia,,,VITR7
8881,Wallenia lamarckiana,Wallenia,lamarckiana,,,WALA
8883,California fan palm,Washingtonia,filifera,,,WAFI
8885,Washington fan palm,Washingtonia,robusta,,,WARO
8884,ateate,Wedelia,biflora,,,WEBI
8886,Weinmannia affinis,Weinmannia,affinis,,,WEAF
8887,bastard briziletto,Weinmannia,pinnata,,,WEPI
8889,alpine false ohelo,Wikstroemia,bicornuta,,,WIBI
8890,forest false ohelo,Wikstroemia,furcata,,,WIFU
8891,montane false ohelo,Wikstroemia,monticola,,,WIMO
8892,Oahu false ohelo,Wikstroemia,oahuensis,,,WIOA
8895,Hawaii false ohelo,Wikstroemia,phillyreifolia,,,WIPH2
8896,Kohala false ohelo,Wikstroemia,pulcherrima,,,WIPU
8897,variableleaf false ohelo,Wikstroemia,sandwicensis,,,WISA
8898,Skottsbergs false ohelo,Wikstroemia,skottsbergiana,,,WISK
8899,false ohelo,Wikstroemia,spp.,,,WIKST
8900,hairy false ohelo,Wikstroemia,villosa,,,WIVI
8901,tallow wood,Ximenia,americana,,,XIAM
8903,lalanyog,Xylocarpus,granatum,,,XYGR
8904,leilei,Xylocarpus,moluccensis,,,XYMO2
8905,Xylocarpus,Xylocarpus,spp.,,,XYLOC2
8914,mission manzanita,Xylococcus,bicolor,,,XYBI
8906,mucha-gente,Xylosma,buxifolia,,,XYBU
8907,sawtooth logwood,Xylosma,crenata,,,XYCR
8908,Hawaii brushholly,Xylosma,hawaiiensis,,,XYHA
8909,Xylosma nelsonii,Xylosma,nelsonii,,,XYNE2
8910,spiny logwood,Xylosma,pachyphylla,,,XYPA2
8911,Xylosma samoensis,Xylosma,samoensis,,,XYSA
8912,white logwood,Xylosma,schaefferioides,,,XYSC2
8913,Schwaneck's logwood,Xylosma,schwaneckeana,,,XYSC3
8915,xylosma,Xylosma,spp.,,,XYLOS
8916,aloe yucca,Yucca,aloifolia,,,YUAL
982,Joshua tree,Yucca,brevifolia,,,YUBR
8918,moundlily yucca,Yucca,gloriosa,,,YUGL2
8919,bluestem yucca,Yucca,guatemalensis,,,YUGU
8942,common pricklyash,Zanthoxylum,americanum,,,ZAAM
8923,Maricao pricklyash,Zanthoxylum,bifoliolatum,,,ZABI
8924,prickly yellow,Zanthoxylum,caribaeum,,,ZACA3
8944,Hercules' club,Zanthoxylum,clava-herculis,,,ZACL
8925,kawau,Zanthoxylum,dipetalum,,,ZADI
8928,West Indian satinwood,Zanthoxylum,flavum,,,ZAFL
8929,Hawaii pricklyash,Zanthoxylum,hawaiiense,,,ZAHA
8930,Kauai pricklyash,Zanthoxylum,kauaense,,,ZAKA
8931,white pricklyash,Zanthoxylum,martinicense,,,ZAMA
8932,yellow prickle,Zanthoxylum,monophyllum,,,ZAMO
8933,Oahu pricklyash,Zanthoxylum,oahuense,,,ZAOA
8934,dotted pricklyash,Zanthoxylum,punctatum,,,ZAPU2
8935,niaragato,Zanthoxylum,spinifex,,,ZASP
8936,pricklyash,Zanthoxylum,spp.,,,ZANTH
8937,St. Thomas pricklyash,Zanthoxylum,thomasianum,,,ZATH
8938,Zapoteca portoricensis,Zapoteca,portoricensis,,,ZAPO2
7243,Japanese zelkova,Zelkova,serrata,,,ZESE80
8939,Indian jujube,Ziziphus,mauritiana,,,ZIMA
7246,lotebush,Ziziphus,obtusifolia,,,ZIOB
8940,cacao rojo,Ziziphus,reticulata,,,ZIRE
8941,soana,Ziziphus,rignonii,,,ZIRI
8943,Taylor's jujube,Ziziphus,taylorii,,,ZITA
8947,common jujube,Ziziphus,zizyphus,,,ZIZI
