Id,x,y,SLOPE_PERCENT,DS_AVGSLOPE,US_MAXSLOPE,TOTLENGTH_UCA,DRAINAGE_DENS,MEAN_MRVBF,UC_CV_PPT,UCWARMQT_PPT,CV_TEMP,MAXWARMP_TEMP,DS_MINCOLDP_TEMP,UC_SOLDEPTH,NONATVEG,UC_ROAD_DENS,TRECOV,DS_AVGRIPTRECOV,UC_RIP_TRECOV,UC_TWI,RIV,Gadbis
71232,1,1,4.9362,0.1095,12.817,0.4712,1.7296,0.9475,23.9383,170.7665,1.53,27.0364,2.6417,0.9,0.5909,2.4201,0.4092,0.3773,0.8515,8.5099,1,0
71233,1,1,4.2847,0.1086,12.817,1.3037,1.831,0.6328,24.1084,170.6607,1.53,27.0167,2.6417,0.9,0.7424,2.4017,0.2576,0.3771,0.4633,8.5069,1,0
71234,1,1,10.5444,0.1553,38.9629,0.8581,1.4486,0.0602,28.0918,200.7427,1.54,25.5457,2.6445,0.9,0.0146,5.2483,0.9854,0.3908,1,8.7208,1,0
71236,1,1,12.817,0.1405,12.817,0.099,0.7454,0.02,24.8404,177.1837,1.53,26.2997,2.642,0.9,0.003,2.4516,0.997,0.3787,1,8.2848,1,0
71237,1,1,3.1009,0.1332,15.7356,0.0729,0.626,0.071,20.89,170.8557,1.52,26.5286,2.6244,0.9,0,2.0537,1,0.3735,1,8.3076,1,0
71244,1,1,6.0126,0.1407,38.9629,9.7787,1.7668,0.1329,29.6936,210.1544,1.5378,25.8673,2.6453,0.9,0,2.8215,1,0.39,0.9978,9.2945,1,0
71248,1,1,4.9408,0.1223,12.817,0.5794,1.7686,0.2741,24.5958,174.3114,1.53,26.7839,2.6422,0.9,0.1208,2.4922,0.557,0.3778,0.6,8.4494,1,0
71252,1,1,2.6802,0.0985,40.5577,1.8116,2.5894,1.2715,21.6878,158.4145,1.5204,27.436,2.6386,0.9,0.9317,0.5564,0.0683,0.3752,0.0421,10.004,1,0
71256,1,1,0.4535,0.0819,54.8854,772.156,2.0077,1.5078,19.991,200.4827,1.52,27.6398,2.6384,1.1998,0.3238,1.8969,0.6107,0.3864,0.7864,9.3049,1,0
71258,1,1,15.7356,0.1559,15.7356,0.0457,0.4346,0.0892,20.8821,171.0722,1.52,26.4331,2.6247,0.9,0.0494,1.7885,0.9506,0.3744,1,8.3494,1,0
71259,1,1,11.3179,0.1383,12.817,0.1307,0.9668,0.0652,24.6627,174.1893,1.53,26.4719,2.6421,0.9,0.0296,3.6306,0.9497,0.3781,0.5667,8.4056,1,0
71269,1,1,6.9772,0.1622,24.3884,4.4458,1.5842,0.073,29.891,204.2695,1.54,25.7777,2.6289,0.9,0,1.2707,1,0.4052,1,9.0757,1,0
71270,1,1,4.5565,0.168,24.3884,3.6577,1.7568,0,30.2603,209.7973,0,0,2.6255,0.9,0,1.1326,0,0.4046,1,9.1642,1,0
71277,1,1,1.4798,0.0935,12.137,10.1785,1.9919,0.7608,20.6676,164.7551,1.52,27.2935,2.6352,0.9,0.9276,2.4893,0.0688,0.3806,0.3388,9.0876,1,0
71283,1,1,5.9927,0.118,10.2355,1.8342,2.0068,0.3261,21.0635,170.8709,1.52,26.8935,2.6384,0.9,0.8972,2.1583,0.1028,0.3789,0.1893,8.6854,1,0
71284,1,1,21.1359,0.1956,24.3884,0.8564,2.4637,0.0451,30.2946,209.359,1.54,24.3879,2.6239,0.9,0,0,1,0.4054,1,8.9203,1,0
71289,1,1,4.0225,0.0907,4.0225,0.1983,1.5991,0.5116,20.229,155.0871,1.52,27.3616,2.6411,0.9,0.8613,0,0.0613,0.3857,0,9.537,1,0
71290,1,1,2.7174,0.0888,4.0225,0.5501,1.2889,0.7469,20.1612,155.3065,1.52,27.3358,2.6411,0.9,0.8322,1.5002,0.0816,0.3857,0.0078,10.0841,1,0
71298,1,1,1.8071,0.1269,11.7388,8.1971,2.0717,0.4647,20.6914,172.8703,1.52,26.2995,2.6765,0.9,0.533,2.3658,0.4671,0.4039,0.4489,8.8243,1,0
71299,1,1,5.6402,0.132,11.7388,0.2756,2.0876,0.2694,19.6394,166.7848,1.52,26.4867,2.6766,0.9,0.5333,1.6602,0.4667,0.4047,0.5439,9.2505,1,0
71301,1,1,14.1426,0.1581,14.4478,0.2238,1.465,0.0914,21.1545,180.1387,1.52,25.9034,2.6789,0.9,0.1204,0.4477,0.8796,0.4051,1,8.5015,1,0
71302,1,1,14.4478,0.1585,14.4478,0.11,1.0456,0.1408,21,178.1939,1.52,25.9833,2.679,0.9,0.0418,1.4821,0.9582,0.4051,1,8.7349,1,0
71307,1,1,19.1262,0.2632,19.1262,1.7872,2.1999,0.0244,30.8902,215.9961,1.54,24.0981,2.6383,0.9,0,1.8343,1,0.3951,1,9.8334,1,0
71308,1,1,15.4789,0.2581,19.1262,0.9433,2.7325,0.5871,30.8957,217.1472,1.54,23.8341,2.6381,0.9,0,3.8577,1,0.3951,1,10.0526,1,0
71312,1,1,12.0396,0.1779,24.3884,0.099,0.6346,0.0754,28.8103,192.4128,1.54,25.5356,2.6281,0.9,0,3.1817,1,0.406,1,8.9592,1,0
71320,1,1,25.058,0.1839,38.9629,1.7741,1.9351,0.0302,29.9372,212.2688,1.54,24.4823,2.6432,0.9,0,2.1237,1,0.3917,0.9878,9.0729,1,0
71321,1,1,5.9594,0.1489,38.9629,8.7323,1.7903,0.124,29.9266,211.6182,1.5351,25.8765,2.6447,0.9,0,2.4457,1,0.3908,0.9976,9.3701,1,0
71329,1,1,2.2398,0.0967,12.137,8.6351,2.032,0.725,20.7795,166.4131,1.52,27.2646,2.636,0.9,0.75,2.433,0.125,0.3803,0.36,8.932,1,0
71330,1,1,2.1421,0.0996,12.137,4.9756,2.0486,0.3639,20.9405,167.5716,1.52,26.9145,2.6366,0.9,0.7194,1.3628,0.2773,0.3799,0.1458,8.8315,1,0
71331,1,1,8.0924,0.0977,8.7896,0.2149,1.2728,0.2629,21.1682,158.1919,1.52,27.2602,2.639,0.9,0.6209,0.6285,0.3697,0.3863,0.3415,9.0399,1,0
71332,1,1,3.3212,0.0861,54.8854,3.865,1.9898,0.273,21.7698,163.2821,1.52,27.4594,2.6382,0.9,0.5529,0.6255,0.4412,0.3864,0.6164,8.8401,1,0
71333,1,1,13.6636,0.22,24.3884,1.0264,1.5094,0.0431,31.2865,216.4006,1.54,24.0516,2.6217,0.9,0,0.0117,1,0.407,1,9.2298,1,0
71340,1,1,4.7907,0.1053,4.7907,0.4997,2.5972,0.3578,22,160.9148,1.52,27.1511,2.6392,0.9,0.8025,0,0.1767,0.3746,0.019,9.2625,1,0
71344,1,1,0.9165,0.1246,11.7388,8.5127,2.0787,1.7487,20.6559,172.6638,1.52,26.525,2.6763,0.9,0.4375,2.3393,0.5625,0.4045,0.4527,8.8394,1,0
71347,1,1,0.5609,0.0826,54.8854,0.6041,2.4012,1.3622,20,152.752,1.52,27.5056,2.6393,0.9,0.8537,0,0.1287,0.3858,0.0126,10.574,1,0
71350,1,1,5.3304,0.1161,12.817,0.3646,1.6102,0.1366,23.5,165.8057,1.53,26.9373,2.642,0.9,0.1979,3.0385,0.6325,0.3768,0.1591,8.5233,1,0
71365,1,1,3.4494,0.1026,40.5577,2.4695,2.0116,0.3769,23.8631,169.2783,1.528,27.0439,2.6413,0.9,0.7155,3.4712,0.2714,0.3773,0.4585,8.6815,1,0
71379,1,1,7.4827,0.1186,15.7356,1.2205,2.0479,0.1668,20.547,168.5644,1.52,26.5332,2.6307,0.9,0,1.7893,1,0.3718,1,8.7621,1,0
71383,1,1,25.1155,0.2368,25.1155,2.9119,2.4478,0,30.846,216.1994,1.54,24.39,2.6401,0.9,0,2.3721,1,0.3942,1,9.8727,1,0
71386,1,1,9.6025,0.1861,19.7679,1.7889,1.5534,0.0867,21.5023,186.3182,1.52,25.6433,2.6252,1.5,0.3283,3.0697,0.6621,0.3888,0.8348,9.4187,1,0
71387,1,1,0.5876,0.0977,40.5577,398.487,1.9401,1.6713,26.8133,219.2648,1.52,27.4664,2.6409,1.0002,0.6551,1.8412,0.345,0.3776,0.9474,9.2784,1,0
71388,1,1,4.4391,0.1324,38.9629,11.2116,1.8347,0.3241,29.3818,207.3846,1.5328,26.1648,2.646,0.9,0.0389,2.8979,0.9611,0.3891,0.997,9.2831,1,0
71389,1,1,1.1948,0.1278,38.9629,47.6307,2.0149,0.5355,28.5281,195.8766,1.5314,26.6174,2.6463,0.9,0,2.1156,1,0.3891,0.9981,9.2287,1,0
71394,1,1,8.5416,0.1348,11.7388,0.359,2.1837,0.1444,19.7543,168.7397,1.5151,26.3946,2.6762,0.9,0.3966,1.6425,0.6034,0.4045,0.6547,8.7224,1,0
71395,1,1,9.0477,0.131,9.0477,0.1756,1.0303,0.1184,20.5634,165.392,1.52,26.7728,2.6389,0.9,0.9437,1.4793,0.0164,0.3785,0.1282,8.8322,1,0
71398,1,1,8.5494,0.179,24.3884,2.7813,1.6036,0.0874,30.2535,209.8851,1.54,25.5877,2.6246,0.9,0,1.3596,1,0.4054,1,9.2131,1,0
71407,1,1,8.6216,0.1616,8.6216,0.159,1.2383,0.0624,21.8536,178.5047,1.52,26.0679,2.6401,0.9,0.4673,2.6833,0.5047,0.378,0.1724,8.4736,1,0
71412,1,1,17.8505,0.2023,24.3884,2.1994,1.6764,0.0259,30.7006,213.8296,1.5397,24.8616,2.6234,0.9,0,1.0878,1,0.4062,1,9.2443,1,0
71424,1,1,5.7794,0.1575,8.6216,0.2783,1.3226,0.0985,21.3441,176.0627,1.52,26.2023,2.6403,0.9,0.8023,2.626,0.1787,0.3779,0.1111,8.4942,1,0
71435,1,1,0.1901,0.082,54.8854,770.9113,2.0063,2.2375,19.991,200.5265,1.52,27.5459,2.6393,1.2001,0.793,1.8986,0.1907,0.3868,0.7871,9.3038,1,0
71436,1,1,2.0682,0.0849,54.8854,1.8469,1.6717,1.3402,20.1626,155.3711,1.52,27.5146,2.6403,0.9,0.994,2.2415,0.006,0.3863,0.007,9.989,1,0
71446,1,1,9.6352,0.1394,14.4478,0.5587,1.9671,0.2406,21.0775,178.9901,1.52,26.1369,2.679,0.9,0,0.7899,1,0.4043,1,8.6424,1,0
71447,1,1,5.6904,0.1341,14.4478,0.8384,1.4505,0.1175,20.9737,176.3813,1.52,26.061,2.679,0.9,0.1799,1.398,0.8007,0.4043,0.9409,8.6189,1,0
71448,1,1,19.2976,0.1893,38.9629,0.2073,1.7389,0.0251,29.3792,210.745,1.5397,24.3752,2.6424,0.9,0,0,1,0.3925,1,8.9764,1,0
71449,1,1,9.7951,0.1624,38.9629,6.4002,1.7577,0.0777,30.1771,213.6964,1.5336,25.6736,2.644,0.9,0,2.5971,1,0.3917,1,9.4811,1,0
71461,1,1,4.2595,0.1046,4.7907,0.3887,1.9167,0.4457,22,160.0828,1.52,27.2128,2.6393,0.9,0.8836,0,0.0849,0.3746,0,9.4522,1,0
71462,1,1,8.6369,0.1743,38.9629,5.8866,1.7387,0.03,30.3272,214.7509,1.5327,25.2617,2.643,0.9,0,2.751,1,0.3925,1,9.5271,1,0
71467,1,1,2.5776,0.1251,14.7351,2.5466,2.1999,0.5344,20.7844,175.3379,1.5196,26.4333,2.6758,0.9,0.4516,1.7421,0.5484,0.4047,0.8224,8.6659,1,0
71468,1,1,1.4661,0.1236,14.7351,9.1463,2.1158,1.0782,20.6008,172.405,1.5111,26.5778,2.6759,0.9,0.9494,2.3057,0.0506,0.4042,0.45,8.8539,1,0
71469,1,1,19.8319,0.2019,38.9629,5.5951,1.834,0.0055,30.5926,216.3363,1.5329,24.7161,2.6416,0.9,0,2.76,1,0.3934,1,9.6187,1,0
71474,1,1,13.175,0.1508,38.9629,0.4901,2.5057,0.0614,26.5685,181.3374,1.5305,26.138,2.6455,0.9,0,2.2275,0.9999,0.39,1,8.6162,1,0
71476,1,1,1.6695,0.1218,14.7351,11.7129,2.1372,0,20.6396,173.0245,0,0,2.6755,0.9,0,2.1867,0,0.4047,0.5324,8.8142,1,0
71483,1,1,11.9336,0.1455,11.9336,0.3197,1.4349,0.1551,21.0215,178.149,1.52,26.0199,2.6788,0.9,0.3573,0.7957,0.6428,0.4045,0.8966,8.8564,1,0
71484,1,1,4.1834,0.1315,13.3377,0.179,1.1022,0.1578,29,180.2217,1.54,26.1461,2.6353,0.9,0,2.6681,1,0.4015,1,8.7291,1,0
71489,1,1,5.1152,0.1264,14.7351,0.1273,0.8097,0.2171,19.4631,167.3232,1.51,26.4791,2.6794,0.9,0.6539,0,0.3461,0.4047,0,9.435,1,0
71490,1,1,16.812,0.2009,24.3884,0.1673,0.7248,0.0297,29.1993,202.747,1.5373,24.9326,2.6234,0.9,0,2.8619,1,0.4062,1,9.2324,1,0
71495,1,1,13.3377,0.1437,13.3377,0.379,1.8988,0.0721,29,185.02,1.54,25.9104,2.6352,0.9,0,0,1,0.4015,1,8.6966,1,0
71499,1,1,3.4755,0.1264,7.6859,0.1866,1.4177,0.1185,20.9635,179.1793,1.52,25.9319,2.6786,0.9,0.0091,3.5312,0.9848,0.4047,0.9069,8.3489,1,0
71500,1,1,5.6549,0.1293,7.6859,2.1703,2.2962,0.1384,20.9767,177.6695,1.5188,26.2233,2.6788,0.9,0.5057,1.1836,0.4562,0.4044,0.8893,8.7873,1,0
71506,1,1,3.3483,0.0897,4.0225,0.6501,1.5479,0.5107,20.1962,156.3505,1.5198,27.3047,2.6411,0.9,0.7848,3.5245,0.2076,0.3857,0,9.7444,1,0
71510,1,1,10.4423,0.1435,11.9336,0.2866,1.6546,0.0979,21.2079,180.8176,1.52,25.9088,2.6788,0.9,0.5081,0,0.492,0.4038,0.3514,8.5168,1,0
71514,1,1,8.0844,0.1456,8.6216,0.3004,2.3109,0.1298,20.9415,167.6738,1.52,26.6545,2.6399,0.9,0.9508,0.6703,0.0277,0.3785,0.1591,8.5604,1,0
71517,1,1,2.3174,0.1179,9.1945,2.7359,1.7164,0.2609,20.2951,173.2484,1.5187,26.1873,2.6784,1.1189,0.7272,2.2168,0.2628,0.4078,0.2412,9.0375,1,0
71518,1,1,6.0185,0.1228,9.1945,1.4212,2.1391,0.1917,19.9687,173.4467,1.5159,26.0847,2.6783,1.3306,0.5924,0.9155,0.3979,0.4078,0.3939,8.9972,1,0
71519,1,1,0.8346,0.0988,40.5577,395.058,1.9375,1.7047,26.8376,219.6474,1.52,27.3757,2.6416,1.0009,0.7977,1.8318,0.1925,0.3783,0.9506,9.2794,1,0
71524,1,1,38.9629,0.2287,38.9629,0.1149,0.8675,0.0327,28.2115,204.8489,1.53,24.8665,2.6417,0.9,0,3.8642,1,0.3934,1,8.8897,1,0
71532,1,1,10.2355,0.1242,10.2355,0.5149,2.4944,0.1963,20.7209,166.3605,1.52,26.7267,2.6383,0.9,0.9302,0.1242,0.0601,0.3787,0.0862,8.6809,1,0
71536,1,1,5.5258,0.1225,16.069,1.4064,1.8863,0.1798,25.0241,178.9608,1.53,26.341,2.6446,0.9,0.0382,0.2603,0.9619,0.3818,0.9446,8.5595,1,0
71537,1,1,3.6153,0.1198,16.069,0.1266,1.0443,0.1849,24.1881,169.5644,1.53,26.7393,2.6449,0.9,0.297,0,0.7029,0.3807,0.1429,8.7881,1,0
71550,1,1,2.3248,0.0999,12.137,3.5829,1.9887,0.3968,20.5706,164.9549,1.52,27.0832,2.6367,0.9,0.9377,3.8803,0.0623,0.3802,0.6627,9.0583,1,0
71574,1,1,0,0.0819,54.8854,768.6617,2.0079,1.6916,19.9905,200.697,1.5196,27.5667,2.6403,1.2012,0.809,1.8992,0.191,0.387,0.7888,9.3002,1,0
71575,1,1,3.6411,0.1319,4.8161,0.2983,1.4097,0.3392,25.8185,172.2647,1.53,26.6161,2.6464,0.9,0.1437,2.5376,0.8564,0.3888,1,9.8034,1,0
71576,1,1,4.8161,0.1335,4.8161,0.09,0.7009,0.5143,25.7601,174.0498,1.53,26.5308,2.6463,0.9,0.2056,1.2143,0.7945,0.3887,0.88,9.9572,1,0
71582,1,1,2.966,0.1041,9.2408,1.7675,2.1255,0.2631,20.5483,165.8754,1.5196,27.0671,2.6374,0.9,0.9484,3.7197,0.0517,0.3799,0.5781,8.9104,1,0
71589,1,1,1.8664,0.0996,40.5577,3.3313,2.5353,0.8908,21.9747,161.1659,1.52,27.3827,2.6408,0.9,0.9383,0.253,0.0495,0.3766,0.0777,9.8038,1,0
71590,1,1,4.8409,0.1223,14.2813,1.8252,1.5546,0.1658,25.4409,180.2559,1.53,26.5092,2.6448,0.9,0,2.4448,1,0.3824,1,8.5001,1,0
71591,1,1,6.0985,0.1241,14.2813,0.1783,1.2882,0.1467,24.5665,170.578,1.53,26.7078,2.6449,0.9,0,0,1,0.3824,1,8.8371,1,0
71592,1,1,16.8743,0.2253,25.1155,2.2335,1.4362,0.1091,30.784,218.3251,1.5336,24.1441,2.6399,0.9,0,3.5788,1,0.3942,1,9.6281,1,0
71598,1,1,11.727,0.2414,11.727,0.457,1.802,0.2037,31.0536,218.5268,1.5373,23.7644,2.6379,0.9,0,5.3995,1,0.3951,1,9.6417,1,0
71606,1,1,18.4561,0.2263,24.3884,0.715,1.6705,0.2318,30.4533,214.5121,1.5356,24.1184,2.6217,0.9,0,2.4372,1,0.407,1,9.5735,1,0
71608,1,1,8.7948,0.1168,9.2408,0.6684,1.6593,1.1211,20.6167,166.5194,1.5162,27.1,2.6382,0.9,0.7692,2.9472,0.2308,0.3797,0.4714,8.7776,1,0
71613,1,1,7.3192,0.1063,8.7896,0.6433,1.8809,0.1243,22.3158,166.3357,1.5209,26.8441,2.6401,0.9,0.0842,0,0.8269,0.3876,0.792,8.5021,1,0
71632,1,1,1.8027,0.1263,38.9629,59.3369,1.9801,0.5592,28.6784,198.0407,1.53,26.7028,2.6463,0.9,0.063,2.2815,0.9371,0.3883,0.9979,9.2423,1,0
71636,1,1,2.225,0.1269,38.9629,0.5897,1.4286,0.9599,25.6638,172.2258,1.53,26.8115,2.6464,0.9,0.4615,2.4998,0.5384,0.388,0.8947,9.9669,1,0
71637,1,1,9.2408,0.13,9.2408,0.0707,0.4752,0.1408,20.621,165.6452,1.52,26.7806,2.6387,0.9,0.9973,1.8354,0.0027,0.3792,0,8.9438,1,0
71646,1,1,1.4375,0.0839,54.8854,765.6049,2.0065,2.3444,19.9888,200.8413,1.5106,27.5994,2.6413,1.2022,0.6556,1.9008,0.3444,0.3873,0.7916,9.2967,1,0
71656,1,1,4.277,0.1156,16.069,2.1366,1.6113,0.7975,25.3348,179.1179,1.53,26.8647,2.6448,0.9,0,2.2563,1,0.3815,1,8.5535,1,0
71657,1,1,3.7022,0.1148,16.069,1.7861,1.9042,0.594,24.8584,176.9697,1.53,26.7978,2.6448,0.9,0.1292,0.2069,0.8708,0.3811,0.8499,8.6552,1,0
71670,1,1,5.2403,0.1069,40.5577,0.2149,1.8332,0.1752,23.2969,165.3242,1.5248,26.9805,2.6426,0.9,0.0819,2.2641,0.8942,0.379,0.4857,8.4972,1,0
71671,1,1,0.6112,0.0995,40.5577,387.4738,1.9349,1.476,26.9209,220.6495,1.5205,27.2467,2.6422,1.0028,0.581,1.8335,0.3873,0.3788,0.9661,9.2632,1,0
71685,1,1,1.184,0.1197,14.7351,12.3796,2.0622,0.3443,20.5703,172.7593,1.5162,26.3139,2.6791,0.9,0.291,2.0407,0.7089,0.4052,0.5152,8.8546,1,0
71688,1,1,4.2375,0.1056,4.6613,0.5928,2.0192,0.3726,22,162.0163,1.52,27.1305,2.6414,0.9,0.8311,0,0.1552,0.376,0,9.422,1,0
71689,1,1,6.5509,0.1261,14.8105,1.0905,1.8816,0.1572,29,182.0007,1.54,26.1438,2.6359,0.9,0,0.995,1,0.4007,1,8.8154,1,0
71697,1,1,4.8523,0.0908,54.8854,1.736,2.8182,0.8024,20.2929,159.1234,1.5114,27.4363,2.6423,0.9,0.6159,3.0385,0.375,0.3877,0.876,9.2119,1,0
71718,1,1,3.8008,0.1232,14.7351,1.0298,2.4356,0.4297,19.5109,169.2308,1.51,26.5521,2.6793,0.9,0.728,0,0.2343,0.4052,0.1829,9.2151,1,0
71719,1,1,0,0.0994,40.5577,386.7478,1.9347,2.0172,26.9283,220.754,1.52,27.3071,2.6428,1.003,0.5799,1.8324,0.4201,0.3794,0.9666,9.2625,1,0
71728,1,1,2.602,0.1032,4.6613,1.752,2.6659,2.1758,22.053,162.8564,1.52,27.3087,2.6415,0.9,1,0,0,0.376,0.0605,9.7056,1,0
71745,1,1,2.1945,0.1182,7.3573,2.8382,1.7485,0.2156,20.3923,173.4532,1.5157,26.2576,2.6785,0.9,0.3537,0,0.6382,0.4076,0.6189,8.7624,1,0
71750,1,1,1.987,0.0986,8.7896,1.8406,1.7644,0.2521,22.0196,165.3861,1.52,27.1466,2.6404,0.9,0.5104,1.063,0.4714,0.3877,0.5185,8.7263,1,0
71752,1,1,11.2402,0.1397,15.9207,1.2591,2.5385,0.2627,20.7589,181.096,1.5162,25.6872,2.6818,1.4865,0.3298,0.0339,0.6694,0.4108,0.8754,8.9331,1,0
71753,1,1,8.7896,0.1112,8.7896,0.3404,1.7879,0.1048,22.416,167.4685,1.52,26.8061,2.6408,0.9,0.1954,0,0.5861,0.3875,0.2794,8.7893,1,0
71767,1,1,14.7756,0.1612,14.8105,0.1873,1.4231,0.0957,29,197.0547,1.54,25.2903,2.6341,0.9,0,0,1,0.4023,1,8.7132,1,0
71768,1,1,14.8105,0.1612,14.8105,0.17,1.3117,0.0681,29.034,200.142,1.54,25.1235,2.634,0.9,0,0,1,0.4023,1,8.5341,1,0
71773,1,1,1.2773,0.1005,40.5577,7.2428,2.132,2.9964,22.284,165.0618,1.52,27.3698,2.6423,0.9,0.8811,1.7311,0.1189,0.3777,0.0642,10.0908,1,0
71781,1,1,0,0.0838,54.8854,763.5489,2.0047,2.41,19.9883,200.918,1.51,27.5431,2.6423,1.2028,0.8316,1.8991,0.1684,0.3876,0.7915,9.2965,1,0
71784,1,1,14.7726,0.1457,14.8105,0.3204,1.9027,0.0609,29,188.9002,1.54,25.7238,2.6352,0.9,0,0,1,0.4015,1,8.7923,1,0
71789,1,1,7.7871,0.1279,9.2408,0.5411,2.1749,0.1491,20.627,167.1849,1.5155,26.7191,2.6386,0.9,0.7315,3.5847,0.2685,0.38,0.568,8.6513,1,0
71794,1,1,10.3771,0.1594,10.3771,0.0824,0.7439,0.0517,21.4982,182.3718,1.52,25.8744,2.6827,0.9,0.0036,3.5105,0.9965,0.4033,1,8.4923,1,0
71795,1,1,5.5907,0.153,10.3771,0.0707,0.5873,0.1013,21.1561,182.0033,1.52,25.8827,2.6827,0.9,0.1096,0.537,0.8904,0.4033,1,8.6105,1,0
71797,1,1,4.8419,0.1295,5.3013,0.2797,2.1254,0.2102,19.8207,171.8875,1.51,26.2705,2.6795,0.9,0.459,0,0.535,0.4047,0.0294,8.9586,1,0
71798,1,1,6.6349,0.1262,14.8105,1.9619,2.1437,0.1453,29.0048,188.7885,1.54,26.269,2.636,0.9,0,0,1,0.4007,1,8.7755,1,0
71803,1,1,11.7447,0.1417,14.8105,0.9504,2.0662,0.0764,29.0096,195.1522,1.54,25.6477,2.6352,0.9,0,0,1,0.4015,1,8.6252,1,0
71810,1,1,13.6999,0.1035,54.8854,0.1066,0.7859,0.5577,20,154.7375,1.51,27.4451,2.6433,0.9,0.7847,9.0257,0.2152,0.3872,0.091,9.8408,1,0
71813,1,1,6.7786,0.1005,6.8831,0.6653,2.4139,0.2161,20.4717,161.2714,1.5135,27.062,2.643,0.9,0,1.4579,1,0.3886,0.9999,8.9095,1,0
71818,1,1,6.3767,0.1332,15.9207,1.8651,2.1647,0.2123,21.0144,184.5873,1.51,26.0571,2.6821,1.5,0,1.1897,1,0.411,1,8.8494,1,0
71819,1,1,15.9207,0.1544,15.9207,0.4494,2.0883,0.0867,21.1599,185.6059,1.5165,25.4574,2.6818,1.5,0.2268,2.17,0.7733,0.4118,1,8.717,1,0
71820,1,1,8.156,0.1284,38.9629,2.3855,2.3026,0.115,25.6525,179.6166,1.5328,26.1907,2.6457,0.9,0.0027,1.2655,0.9973,0.3867,1,8.5851,1,0
71826,1,1,8.5164,0.1375,8.5164,0.6136,1.6423,0.1295,21.0535,176.3191,1.5197,26.1888,2.664,0.9,0.3994,2.3681,0.5952,0.4001,0.7698,8.7608,1,0
71827,1,1,4.7476,0.1067,9.2408,1.2774,1.7752,0.3367,20.7371,165.751,1.5182,26.9683,2.6374,0.9,0.1401,4.8212,0.8599,0.3808,0.9124,8.9941,1,0
71830,1,1,5.2657,0.1297,14.4478,1.4637,1.8361,0.1604,20.8324,176.86,1.5169,26.221,2.6789,0.9,0.2981,0.2224,0.641,0.4039,0.7465,8.7088,1,0
71831,1,1,2.9837,0.1266,14.4478,2.1717,1.8049,0.2953,20.8092,175.5961,1.5156,26.3579,2.679,0.9,0.4584,0.858,0.5158,0.4035,0.8192,8.7332,1,0
71832,1,1,3.3565,0.1033,8.7896,1.0091,1.4432,0.324,22.0429,165.7477,1.52,27.1058,2.641,0.9,0.5683,1.2014,0.3957,0.3881,0.4235,8.6632,1,0
71843,1,1,7.4537,0.1139,7.4537,0.1383,1.2347,0.1626,22.4321,167.2107,1.52,26.8404,2.6414,0.9,0.1893,0,0.6608,0.3878,0.1667,8.6289,1,0
71849,1,1,5.3013,0.1301,5.3013,0.3121,2.3575,0.2498,19.5498,170.1571,1.51,26.3704,2.6796,0.9,0.4924,0,0.5075,0.4047,0.0238,9.0676,1,0
71852,1,1,13.2136,0.1363,13.2136,0.15,0.6432,0.1383,20.9949,174.2882,1.5198,26.3074,2.6637,0.9,0.6346,2.0987,0.3036,0.3993,0.1666,9.1705,1,0
71853,1,1,5.6948,0.1259,13.2136,1.1299,1.5105,0.2203,20.8289,174.6599,1.5136,26.5562,2.6639,0.9,0.637,1.3123,0.1644,0.3996,0.4827,8.8701,1,0
71858,1,1,12.5055,0.1498,15.9207,0.8363,1.6033,0.1883,21.1971,186.5936,1.5127,25.4088,2.6818,1.5,0.0031,1.0699,0.997,0.4118,1,8.9342,1,0
71859,1,1,3.3721,0.1239,38.9629,60.3846,1.977,0.5631,28.6178,197.5342,1.53,26.8313,2.6463,0.9,0.3883,2.3038,0.6116,0.3874,0.997,9.2556,1,0
71864,1,1,2.3914,0.1154,9.1945,3.6628,1.7955,0.9127,20.3265,173.7506,1.51,26.4882,2.6783,0.9,0.7647,0.1383,0.2354,0.4075,0.5646,8.7988,1,0
71865,1,1,2.0046,0.1149,9.1945,4.9131,1.8914,0.2956,20.0808,172.6187,1.51,26.4028,2.6782,1.1445,0.6922,2.2,0.3054,0.4078,0.3344,9.0574,1,0
71867,1,1,3.8866,0.1248,15.9207,3.3573,2.373,0.2996,20.8776,182.8838,1.51,26.1608,2.6819,1.4898,0.0839,0.7364,0.9161,0.4102,0.9427,8.9061,1,0
71868,1,1,4.4729,0.1255,38.9629,16.0494,2.2808,1.1913,27.3944,199.3606,1.53,26.9,2.6464,0.9,0,1.2868,1,0.3874,0.9389,8.8852,1,0
71873,1,1,8.1042,0.1156,16.069,0.1956,1.6976,0.1302,24.0972,171.1111,1.5288,26.6722,2.6444,0.9,0.3333,0.1144,0.6667,0.3796,0,8.9531,1,0
71874,1,1,3.957,0.1096,16.069,4.5918,1.7564,0.5191,24.9778,176.6175,1.5264,26.9596,2.6446,0.9,0.153,1.3569,0.8413,0.3807,0.9073,8.7104,1,0
71875,1,1,20.2322,0.1352,38.9629,0.119,1.0937,0.018,25.4228,180.875,1.53,26.1824,2.6453,0.9,0,0,1,0.3841,1,8.0351,1,0
71878,1,1,6.0526,0.1339,28.4206,6.1113,1.9801,0.4382,28.1555,202.891,1.53,26.7161,2.6464,0.9,0.0446,0.9299,0.9553,0.3883,1,8.8346,1,0
